"","ids","X.1","X","Area.of.residence","Area.of.workplace","All.categories..Method.of.travel.to.work","Work.mainly.at.or.from.home","Underground..metro..light.rail..tram","Train","Bus..minibus.or.coach","Taxi","Motorcycle..scooter.or.moped","Driving.a.car.or.van","Passenger.in.a.car.or.van","Bicycle","On.foot","Other.method.of.travel.to.work","dist","p_cycle","pc","ecp","lon_origin","lat_origin","lon_dest","lat_dest","fastest_time_in_s","fastest_distance_in_m","quietest_time_in_s","quietest_distance_in_m"
"9126",9125,9126,940278,"E02002427","E02002393",46,0,0,1,8,1,0,32,4,0,0,0,6626.1890576093,0.0797219267,3.6672086273,3.6672086273,-1.4787898939,53.7512783244,-1.523831007,53.804524144,2178,8856,2514,9114
"9127",9126,9127,940279,"E02002427","E02002394",17,0,0,0,2,0,0,14,1,0,0,0,6114.073405629,0.088320107,1.5014418182,1.5014418182,-1.4787898939,53.7512783244,-1.5096383515,53.8031039327,2134,8966,2646,9674
"9131",9130,9131,940283,"E02002427","E02002398",4,0,0,0,0,0,0,4,0,0,0,0,3713.5797777737,0.142745956,0.5709838241,0.5709838241,-1.4787898939,53.7512783244,-1.460795059,53.7829085208,2180,7802,2436,7704
"9132",9131,9132,940284,"E02002427","E02002399",43,0,0,0,4,0,1,33,3,2,0,0,4307.5808540822,0.1267562947,5.4505206736,3.4505206736,-1.4787898939,53.7512783244,-1.5026560497,53.78732075,1502,6796,1772,6403
"9134",9133,9134,940286,"E02002427","E02002401",4,0,0,0,0,0,0,2,0,0,2,0,3494.1249643916,0.1491507414,0.5966029656,0.5966029656,-1.4787898939,53.7512783244,-1.4836544556,53.7825528843,1669,7907,1939,7514
"9135",9134,9135,940287,"E02002427","E02002402",31,0,0,0,0,0,0,29,1,0,1,0,5341.1265765333,0.103085337,3.1956454457,3.1956454457,-1.4787898939,53.7512783244,-1.4368532119,53.7923560633,1952,7549,2140,7735
"9136",9135,9136,940288,"E02002427","E02002403",18,0,0,0,1,0,0,16,1,0,0,0,7745.5284325893,0.0637313625,1.1471645248,1.1471645248,-1.4787898939,53.7512783244,-1.3874627589,53.795090583,2299,9187,3338,11221
"9137",9136,9137,940289,"E02002427","E02002404",18,0,0,0,4,0,0,13,1,0,0,0,5269.2513738075,0.1045778949,1.882402109,1.882402109,-1.4787898939,53.7512783244,-1.5185093357,53.7923791487,1793,7739,2161,7665
"9143",9142,9143,940295,"E02002427","E02002411",41,0,0,0,2,0,0,32,7,0,0,0,6589.2289443024,0.0803134164,3.2928500735,3.2928500735,-1.4787898939,53.7512783244,-1.5612145536,53.7847868814,1900,8197,2245,7783
"9145",9144,9145,940297,"E02002427","E02002414",29,0,0,0,7,0,0,19,1,1,1,0,5534.7648418087,0.0991694007,2.8759126211,1.8759126211,-1.4787898939,53.7512783244,-1.5451628768,53.781746077,1658,7367,1965,6644
"9146",9145,9146,940298,"E02002427","E02002415",11,0,0,0,0,0,0,7,1,2,1,0,5318.9241560596,0.1035441036,1.1389851393,-0.8610148607,-1.4787898939,53.7512783244,-1.5495116861,53.7742881837,1804,7357,2073,6802
"9147",9146,9147,940299,"E02002427","E02002416",28,0,0,0,2,1,0,20,4,0,1,0,4803.1203541133,0.1147962025,3.2142936692,3.2142936692,-1.4787898939,53.7512783244,-1.4119631696,53.7684705358,1462,5701,2379,6744
"9149",9148,9149,940301,"E02002427","E02002418",2,0,0,0,0,0,0,2,0,0,0,0,6926.6123326682,0.0750729275,0.1501458551,0.1501458551,-1.4787898939,53.7512783244,-1.3777795008,53.7683968144,2514,9644,4673,12491
"9150",9149,9150,940302,"E02002427","E02002419",56,0,0,0,4,0,0,45,6,0,1,0,6809.0958195415,0.076858288,4.3040641285,4.3040641285,-1.4787898939,53.7512783244,-1.5759700333,53.7720065627,2375,9734,2632,9899
"9151",9150,9151,940303,"E02002427","E02002420",34,0,0,0,1,0,0,26,7,0,0,0,5258.9668721853,0.1047932226,3.5629695694,3.5629695694,-1.4787898939,53.7512783244,-1.5544406537,53.7662624593,1950,8061,2335,9101
"9152",9151,9152,940304,"E02002427","E02002421",8,0,0,0,3,0,0,5,0,0,0,0,3833.0260513285,0.1393762714,1.1150101713,1.1150101713,-1.4787898939,53.7512783244,-1.5311318696,53.766273027,1563,6175,1685,6288
"9153",9152,9153,940305,"E02002427","E02002422",61,0,0,0,16,0,1,29,11,0,4,0,7180.9651106787,0.071349437,4.352315654,4.352315654,-1.4787898939,53.7512783244,-1.5870012411,53.7585630809,2896,10739,3255,11138
"9154",9153,9154,940306,"E02002427","E02002423",3,0,0,0,1,0,0,1,1,0,0,0,3006.7163471912,0.1644224787,0.4932674362,0.4932674362,-1.4787898939,53.7512783244,-1.5221683155,53.7596112618,1389,5289,1511,5402
"9157",9156,9157,940309,"E02002427","E02002426",89,0,0,0,5,2,1,46,14,2,19,0,1916.0838667364,0.2044995349,18.2004586089,16.2004586089,-1.4787898939,53.7512783244,-1.4497412823,53.7516900235,615,2610,756,2942
"9159",9158,9159,940311,"E02002427","E02002428",27,0,0,0,1,0,0,22,3,0,1,0,3823.4493592061,0.13964348,3.7703739587,3.7703739587,-1.4787898939,53.7512783244,-1.5367152244,53.7528293516,1480,5320,1599,5583
"9160",9159,9160,940312,"E02002427","E02002429",85,0,0,0,3,0,2,39,7,0,34,0,1086.736147473,0.2413951567,20.5185883211,20.5185883211,-1.4787898939,53.7512783244,-1.4668471226,53.7445513485,493,1433,530,1313
"9161",9160,9161,940313,"E02002427","E02002430",7,0,0,0,0,0,0,6,1,0,0,0,5052.992757256,0.1092003123,0.7644021861,0.7644021861,-1.4787898939,53.7512783244,-1.5552160268,53.7479997938,1881,6433,1978,6342
"9162",9161,9162,940314,"E02002427","E02002431",21,0,0,0,5,0,0,13,1,1,1,0,6879.5354888661,0.0757831049,1.5914452022,0.5914452022,-1.4787898939,53.7512783244,-1.582351837,53.7438491095,2779,10474,2978,9059
"9163",9162,9163,940315,"E02002427","E02002432",8,0,0,0,0,0,0,6,2,0,0,0,6000.4491931921,0.0903501463,0.7228011702,0.7228011702,-1.4787898939,53.7512783244,-1.3907128949,53.7377548683,1490,7202,2197,8145
"9165",9164,9165,940317,"E02002427","E02002434",21,0,0,0,1,0,0,10,6,1,3,0,3131.2923859054,0.1603764714,3.3679058988,2.3679058988,-1.4787898939,53.7512783244,-1.517214909,53.734746307,1192,4229,1192,4229
"9167",9166,9167,940319,"E02002427","E02002436",15,0,0,0,1,0,0,12,2,0,0,0,5296.1138296423,0.1040175577,1.5602633652,1.5602633652,-1.4787898939,53.7512783244,-1.548726411,53.7278916122,1822,6420,1926,6944
"9168",9167,9168,940320,"E02002427","E02002437",1,0,0,0,0,0,0,1,0,0,0,0,6990.1799198322,0.0741245281,0.0741245281,0.0741245281,-1.4787898939,53.7512783244,-1.5661378139,53.7157120118,2240,8434,2344,8958
"9171",9170,9171,940443,"E02002427","E02006875",387,0,0,13,150,2,3,162,39,7,10,1,6662.2922918527,0.0791483561,30.6304137984,23.6304137984,-1.4787898939,53.7512783244,-1.5455825172,53.7962246679,1902,8063,2282,7847
"9172",9171,9172,940444,"E02002427","E02006876",258,0,0,0,41,0,3,178,11,8,17,0,3698.3745430069,0.1431807139,36.9406241887,28.9406241887,-1.4787898939,53.7512783244,-1.5182092462,53.7749327017,1085,4715,1355,4322
"9204",9203,9204,940604,"E02002428","E02002367",3,0,0,0,2,0,0,1,0,0,0,0,7803.6605462826,0.0629946855,0.1889840564,0.1889840564,-1.5367152244,53.7528293516,-1.5512470911,53.822437902,2704,10478,3221,12179
"9207",9206,9207,940607,"E02002428","E02002371",18,0,0,0,4,0,0,10,0,0,4,0,7405.9440235317,0.0682101697,1.2277830551,1.2277830551,-1.5367152244,53.7528293516,-1.530848943,53.8193025853,2248,9226,2434,10217
"9208",9207,9208,940608,"E02002428","E02002373",11,0,0,0,1,0,0,9,1,0,0,0,7874.4362030073,0.0621092688,0.6832019569,0.6832019569,-1.5367152244,53.7528293516,-1.5813803838,53.8184752721,2483,10732,2758,11022
"9211",9210,9211,940611,"E02002428","E02002377",1,0,0,0,1,0,0,0,0,0,0,0,7050.4457598967,0.0732364555,0.0732364555,0.0732364555,-1.5367152244,53.7528293516,-1.5194226834,53.8153651938,1962,8865,2110,9259
"9215",9214,9215,940615,"E02002428","E02002382",4,0,0,0,1,0,0,3,0,0,0,0,6672.6791603624,0.078984106,0.3159364241,0.3159364241,-1.5367152244,53.7528293516,-1.5121470392,53.8110109367,2110,8526,2188,9121
"9216",9215,9216,940616,"E02002428","E02002383",3,0,0,0,3,0,0,0,0,0,0,0,6858.6767326395,0.0760999135,0.2282997405,0.2282997405,-1.5367152244,53.7528293516,-1.5711081108,53.8110117037,2159,9879,2256,10075
"9217",9216,9217,940617,"E02002428","E02002384",28,0,0,0,7,1,0,19,0,0,1,0,6344.1348851173,0.0843483711,2.3617543909,2.3617543909,-1.5367152244,53.7528293516,-1.5450850219,53.8096337814,1905,8159,2218,8823
"9218",9217,9218,940618,"E02002428","E02002385",16,0,0,0,7,0,0,6,2,0,1,0,6830.2285338716,0.0765341287,1.2245460589,1.2245460589,-1.5367152244,53.7528293516,-1.5824764839,53.8079116016,2082,9762,2287,9659
"9221",9220,9221,940621,"E02002428","E02002388",2,0,0,0,1,0,0,1,0,0,0,0,7894.3295152437,0.0618626479,0.1237252959,0.1237252959,-1.5367152244,53.7528293516,-1.6102509195,53.8088425684,2552,11672,2638,11789
"9222",9221,9222,940622,"E02002428","E02002389",1,0,0,0,0,0,0,1,0,0,0,0,6878.9484547141,0.0757920028,0.0757920028,0.0757920028,-1.5367152244,53.7528293516,-1.4912905295,53.8084967192,2118,9203,2239,10152
"9223",9222,9223,940623,"E02002428","E02002390",18,0,0,0,3,0,0,13,1,0,1,0,7420.7870024344,0.0680079816,1.2241436681,1.2241436681,-1.5367152244,53.7528293516,-1.4693922426,53.8062954254,2543,10496,3180,11936
"9225",9224,9225,940625,"E02002428","E02002392",54,0,0,0,24,0,0,21,4,4,1,0,5978.6212613142,0.0907454399,4.9002537524,0.9002537524,-1.5367152244,53.7528293516,-1.5609149148,53.8046175701,1963,7931,2384,9011
"9226",9225,9226,940626,"E02002428","E02002393",62,0,0,0,18,0,0,39,5,0,0,0,5813.8972413585,0.0937848216,5.8146589398,5.8146589398,-1.5367152244,53.7528293516,-1.523831007,53.804524144,1719,7498,1797,8093
"9227",9226,9227,940627,"E02002428","E02002394",13,0,0,0,3,0,0,10,0,0,0,0,5871.2809280158,0.0927146307,1.2052901996,1.2052901996,-1.5367152244,53.7528293516,-1.5096383515,53.8031039327,1808,7766,1997,8821
"9229",9228,9229,940629,"E02002428","E02002396",17,0,0,0,8,0,0,9,0,0,0,0,7277.0157172196,0.0699918867,1.1898620741,1.1898620741,-1.5367152244,53.7528293516,-1.611086847,53.8011739849,2579,9314,2707,9407
"9231",9230,9231,940631,"E02002428","E02002398",1,0,0,0,0,0,0,1,0,0,0,0,6020.1793451788,0.0899943244,0.0899943244,0.0899943244,-1.5367152244,53.7528293516,-1.460795059,53.7829085208,2362,10392,2516,11197
"9232",9231,9232,940632,"E02002428","E02002399",46,0,0,0,3,1,1,32,7,2,0,0,4445.814263315,0.1232999028,5.6717955296,3.6717955296,-1.5367152244,53.7528293516,-1.5026560497,53.78732075,1417,6903,1478,7296
"9233",9232,9233,940633,"E02002428","E02002400",74,0,0,1,16,0,2,41,11,2,1,0,5683.6766922901,0.0962594487,7.1231992005,5.1231992005,-1.5367152244,53.7528293516,-1.5794874121,53.7971878792,1918,7469,2037,8736
"9234",9233,9234,940634,"E02002428","E02002401",1,0,0,0,1,0,0,0,0,0,0,0,4813.2552695595,0.1145637482,0.1145637482,0.1145637482,-1.5367152244,53.7528293516,-1.4836544556,53.7825528843,1584,8014,1738,8819
"9235",9234,9235,940635,"E02002428","E02002402",19,0,0,0,2,0,0,15,1,0,1,0,7915.6825997771,0.0615990196,1.1703813723,1.1703813723,-1.5367152244,53.7528293516,-1.4368532119,53.7923560633,2948,12837,3033,13066
"9237",9236,9237,940637,"E02002428","E02002404",20,0,0,0,1,0,0,14,3,2,0,0,4560.9948724213,0.1204920168,2.4098403361,0.4098403361,-1.5367152244,53.7528293516,-1.5185093357,53.7923791487,1336,5957,1425,6405
"9240",9239,9240,940640,"E02002428","E02002407",7,0,0,0,2,0,0,4,0,0,1,0,6408.4369529975,0.0832705616,0.5828939309,0.5828939309,-1.5367152244,53.7528293516,-1.609748378,53.7908519873,2370,9356,2537,9229
"9242",9241,9242,940642,"E02002428","E02002409",2,0,0,0,0,0,0,2,0,0,0,0,7025.1535929655,0.0736078558,0.1472157115,0.1472157115,-1.5367152244,53.7528293516,-1.6306694818,53.782634954,2849,10235,3227,10927
"9243",9242,9243,940643,"E02002428","E02002410",10,0,0,0,5,0,0,2,3,0,0,0,5108.2199697289,0.1080007834,1.0800078339,1.0800078339,-1.5367152244,53.7528293516,-1.5870002098,53.7877647368,1945,7505,2066,7426
"9244",9243,9244,940644,"E02002428","E02002411",54,0,0,0,9,0,1,36,7,1,0,0,3905.1612658194,0.1373799193,7.4185156432,6.4185156432,-1.5367152244,53.7528293516,-1.5612145536,53.7847868814,1156,4921,1162,5724
"9245",9244,9245,940645,"E02002428","E02002412",25,0,0,0,3,0,0,21,1,0,0,0,5285.5031317316,0.1042385318,2.605963296,2.605963296,-1.5367152244,53.7528293516,-1.6064431662,53.7762799407,2517,8606,2971,9436
"9246",9245,9246,940646,"E02002428","E02002414",76,0,0,0,20,0,0,49,4,1,2,0,3265.128860922,0.1561405718,11.8666834531,10.8666834531,-1.5367152244,53.7528293516,-1.5451628768,53.781746077,856,4371,882,4585
"9247",9246,9247,940647,"E02002428","E02002415",34,0,0,0,5,0,0,20,7,1,0,1,2532.1952604495,0.1807913172,6.1469047854,5.1469047854,-1.5367152244,53.7528293516,-1.5495116861,53.7742881837,763,3467,825,3720
"9251",9250,9251,940651,"E02002428","E02002419",64,0,0,1,10,0,0,42,8,2,1,0,3354.0530247828,0.1533881857,9.8168438851,7.8168438851,-1.5367152244,53.7528293516,-1.5759700333,53.7720065627,1185,5239,1290,5337
"9252",9251,9252,940652,"E02002428","E02002420",85,0,0,0,14,1,1,52,6,5,6,0,1897.2793842911,0.2052700846,17.4479571898,12.4479571898,-1.5367152244,53.7528293516,-1.5544406537,53.7662624593,760,3566,1310,4019
"9253",9252,9253,940653,"E02002428","E02002421",30,0,0,0,3,0,0,19,2,0,6,0,1540.3422870471,0.2204595028,6.613785084,6.613785084,-1.5367152244,53.7528293516,-1.5311318696,53.766273027,388,1988,388,1988
"9254",9253,9254,940654,"E02002428","E02002422",77,0,0,0,17,3,0,50,5,1,1,0,3376.5329215823,0.1527001035,11.7579079732,10.7579079732,-1.5367152244,53.7528293516,-1.5870012411,53.7585630809,1644,6051,2320,6582
"9255",9254,9255,940655,"E02002428","E02002423",31,0,0,0,1,0,0,14,2,0,14,0,1220.2617102236,0.2350339878,7.2860536217,7.2860536217,-1.5367152244,53.7528293516,-1.5221683155,53.7596112618,342,1689,342,1689
"9256",9255,9256,940656,"E02002428","E02002424",12,0,0,0,1,0,0,11,0,0,0,0,5257.0636703904,0.1048331188,1.257997425,1.257997425,-1.5367152244,53.7528293516,-1.6160378671,53.7575906876,2532,8912,2742,7758
"9257",9256,9257,940657,"E02002428","E02002425",6,0,0,0,2,0,0,4,0,0,0,0,7623.8650996691,0.0653011374,0.3918068246,0.3918068246,-1.5367152244,53.7528293516,-1.6522103299,53.7560427315,3068,10961,3542,10622
"9258",9257,9258,940658,"E02002428","E02002426",10,0,0,0,2,0,0,6,2,0,0,0,5736.4368843037,0.0952490555,0.9524905549,0.9524905549,-1.5367152244,53.7528293516,-1.4497412823,53.7516900235,1556,7388,1843,8277
"9259",9258,9259,940659,"E02002428","E02002427",48,0,0,0,5,2,2,34,4,0,1,0,3823.4493592061,0.13964348,6.7028870377,6.7028870377,-1.5367152244,53.7528293516,-1.4787898939,53.7512783244,1087,5335,1087,5335
"9261",9260,9261,940661,"E02002428","E02002429",26,0,0,0,3,0,0,11,12,0,0,0,4698.9734861453,0.1172124122,3.0475227164,3.0475227164,-1.5367152244,53.7528293516,-1.4668471226,53.7445513485,1280,5814,1491,6584
"9262",9261,9262,940662,"E02002428","E02002430",54,0,0,0,11,1,0,20,1,1,20,0,1333.1319693671,0.2297877555,12.408538798,11.408538798,-1.5367152244,53.7528293516,-1.5552160268,53.7479997938,621,1801,670,1848
"9263",9262,9263,940663,"E02002428","E02002431",27,0,0,1,4,0,0,18,2,0,2,0,3171.2096235645,0.1591012115,4.2957327102,4.2957327102,-1.5367152244,53.7528293516,-1.582351837,53.7438491095,1718,4252,1734,4472
"9265",9264,9265,940665,"E02002428","E02002433",15,0,0,0,3,0,0,9,1,1,0,1,4317.3940824608,0.126507761,1.8976164152,0.8976164152,-1.5367152244,53.7528293516,-1.5993137073,53.7414729237,1858,6914,2270,5688
"9266",9265,9266,940666,"E02002428","E02002434",12,0,0,0,0,0,0,10,1,0,0,1,2387.8835535893,0.1860854104,2.2330249246,2.2330249246,-1.5367152244,53.7528293516,-1.517214909,53.734746307,903,3867,1180,3601
"9267",9266,9267,940667,"E02002428","E02002435",42,0,1,0,6,0,0,31,3,0,1,0,5365.805631532,0.1025777808,4.3082667956,4.3082667956,-1.5367152244,53.7528293516,-1.6099686404,53.731849243,2385,8172,3004,7600
"9268",9267,9268,940668,"E02002428","E02002436",12,0,0,0,1,0,0,8,0,0,3,0,2885.4889139222,0.1684577021,2.0214924246,2.0214924246,-1.5367152244,53.7528293516,-1.548726411,53.7278916122,1340,5149,1836,5565
"9269",9268,9269,940669,"E02002428","E02002437",2,0,0,0,0,0,0,2,0,0,0,0,4563.1532638143,0.1204400142,0.2408800285,0.2408800285,-1.5367152244,53.7528293516,-1.5661378139,53.7157120118,1471,5711,1631,6403
"9271",9270,9271,940795,"E02002428","E02006861",14,0,0,0,4,0,0,8,2,0,0,0,7485.4439667177,0.0671342054,0.9398788753,0.9398788753,-1.5367152244,53.7528293516,-1.5650215028,53.8179856472,2413,9351,2943,10907
"9272",9271,9272,940796,"E02002428","E02006875",482,0,0,2,206,2,4,205,43,9,7,4,4863.4303765216,0.1134198477,54.6683665675,45.6683665675,-1.5367152244,53.7528293516,-1.5455825172,53.7962246679,1392,6374,1659,7337
"9273",9272,9273,940797,"E02002428","E02006876",311,0,1,0,81,3,3,166,35,3,19,0,2745.1986011186,0.1732512329,53.8811334363,50.8811334363,-1.5367152244,53.7528293516,-1.5182092462,53.7749327017,648,3664,648,3664
"9314",9313,9314,940990,"E02002429","E02002379",14,0,0,0,1,0,0,13,0,0,0,0,7765.7345568187,0.0634743294,0.8886406121,0.8886406121,-1.4668471226,53.7445513485,-1.4640100536,53.814328863,2958,11998,3740,14014
"9316",9315,9316,940992,"E02002429","E02002382",2,0,0,0,0,0,0,2,0,0,0,0,7974.3406091818,0.0608805868,0.1217611737,0.1217611737,-1.4668471226,53.7445513485,-1.5121470392,53.8110109367,2687,11114,3263,12027
"9319",9318,9319,940995,"E02002429","E02002386",24,0,0,0,5,0,0,15,4,0,0,0,7562.8460089646,0.0661029432,1.5864706376,1.5864706376,-1.4668471226,53.7445513485,-1.4237982697,53.8075625094,2718,11292,3109,11906
"9322",9321,9322,940998,"E02002429","E02002389",3,0,0,0,0,0,0,3,0,0,0,0,7294.7552619051,0.0697440019,0.2092320056,0.2092320056,-1.4668471226,53.7445513485,-1.4912905295,53.8084967192,2587,11065,2952,11453
"9323",9322,9323,940999,"E02002429","E02002390",18,0,0,0,2,0,0,16,0,0,0,0,6871.7553906584,0.0759011167,1.3662200999,1.3662200999,-1.4668471226,53.7445513485,-1.4693922426,53.8062954254,2806,11504,3803,12520
"9326",9325,9326,941002,"E02002429","E02002393",76,0,0,0,10,0,1,56,5,1,3,0,7657.04271696,0.0648692646,4.9300641127,3.9300641127,-1.4668471226,53.7445513485,-1.523831007,53.804524144,2452,9976,2830,10372
"9327",9326,9327,941003,"E02002429","E02002394",14,0,0,0,3,0,0,11,0,0,0,0,7098.9781175477,0.0725290268,1.015406375,1.015406375,-1.4668471226,53.7445513485,-1.5096383515,53.8031039327,2408,10086,2962,10932
"9331",9330,9331,941007,"E02002429","E02002398",8,0,0,0,1,0,0,7,0,0,0,0,4285.9500329568,0.1273058512,1.0184468093,1.0184468093,-1.4668471226,53.7445513485,-1.460795059,53.7829085208,2290,8388,2777,8717
"9332",9331,9332,941008,"E02002429","E02002399",46,0,0,0,1,1,0,38,6,0,0,0,5311.9200008892,0.103689253,4.7697056385,4.7697056385,-1.4668471226,53.7445513485,-1.5026560497,53.78732075,1776,7916,2088,7661
"9334",9333,9334,941010,"E02002429","E02002401",5,0,0,0,1,0,0,4,0,0,0,0,4370.6237149285,0.1251681122,0.6258405612,0.6258405612,-1.4668471226,53.7445513485,-1.4836544556,53.7825528843,1943,9027,2255,8772
"9335",9334,9335,941011,"E02002429","E02002402",32,0,0,0,2,0,0,21,8,0,1,0,5674.1146836471,0.0964437115,3.0861987689,3.0861987689,-1.4668471226,53.7445513485,-1.4368532119,53.7923560633,2062,8135,2481,8748
"9336",9335,9336,941012,"E02002429","E02002403",34,0,0,0,2,0,0,28,2,0,2,0,7680.7157623881,0.06456286,2.1951372385,2.1951372385,-1.4668471226,53.7445513485,-1.3874627589,53.795090583,2409,9773,3679,12234
"9337",9336,9337,941013,"E02002429","E02002404",36,0,0,0,5,0,0,28,2,0,1,0,6317.836136714,0.0847931912,3.0525548838,3.0525548838,-1.4668471226,53.7445513485,-1.5185093357,53.7923791487,2067,8859,2477,8923
"9338",9337,9338,941014,"E02002429","E02002406",5,0,0,0,0,0,0,4,0,0,1,0,7971.0929236269,0.0609201439,0.3046007194,0.3046007194,-1.4668471226,53.7445513485,-1.3695940677,53.7871307636,2677,10496,5549,15784
"9343",9342,9343,941019,"E02002429","E02002411",49,0,0,0,7,0,0,40,1,1,0,0,7664.4028254589,0.0647738459,3.1739184502,2.1739184502,-1.4668471226,53.7445513485,-1.5612145536,53.7847868814,2174,9317,2561,9041
"9345",9344,9345,941021,"E02002429","E02002414",47,0,0,0,5,0,0,34,6,1,1,0,6616.9721866677,0.0798690196,3.753843919,2.753843919,-1.4668471226,53.7445513485,-1.5451628768,53.781746077,1932,8487,2281,7902
"9346",9345,9346,941022,"E02002429","E02002415",30,0,0,0,1,0,0,24,4,0,0,1,6375.9849439617,0.0838127787,2.5143833599,2.5143833599,-1.4668471226,53.7445513485,-1.5495116861,53.7742881837,2078,8477,2389,8060
"9347",9346,9347,941023,"E02002429","E02002416",26,0,0,0,2,0,1,21,2,0,0,0,4491.4986301302,0.1221784583,3.176639915,3.176639915,-1.4668471226,53.7445513485,-1.4119631696,53.7684705358,1572,6287,2720,7757
"9349",9348,9349,941025,"E02002429","E02002418",1,0,0,0,0,0,0,1,0,0,0,0,6443.7786222591,0.0826840527,0.0826840527,0.0826840527,-1.4668471226,53.7445513485,-1.3777795008,53.7683968144,2624,10230,5014,13504
"9350",9349,9350,941026,"E02002429","E02002419",47,0,0,0,3,1,0,39,3,1,0,0,7816.5201393261,0.0628328764,2.953145193,1.953145193,-1.4668471226,53.7445513485,-1.5759700333,53.7720065627,2565,10408,2934,11112
"9351",9350,9351,941027,"E02002429","E02002420",51,0,0,0,4,0,0,43,3,0,1,0,6260.7187651808,0.0857673778,4.3741362658,4.3741362658,-1.4668471226,53.7445513485,-1.5544406537,53.7662624593,2097,8485,2637,10314
"9352",9351,9352,941028,"E02002429","E02002421",6,0,0,0,0,0,0,4,2,0,0,0,4879.5376722868,0.1130550581,0.6783303488,0.6783303488,-1.4668471226,53.7445513485,-1.5311318696,53.766273027,1643,6654,1987,7501
"9354",9353,9354,941030,"E02002429","E02002423",9,0,0,0,0,0,0,8,0,1,0,0,4014.693882906,0.1344031275,1.2096281477,0.2096281477,-1.4668471226,53.7445513485,-1.5221683155,53.7596112618,1469,5768,1813,6615
"9357",9356,9357,941033,"E02002429","E02002426",70,0,0,0,4,2,0,45,7,0,12,0,1379.2607870939,0.2276775372,15.9374276023,15.9374276023,-1.4668471226,53.7445513485,-1.4497412823,53.7516900235,648,2885,1097,3955
"9358",9357,9358,941034,"E02002429","E02002427",214,0,0,1,11,2,1,117,13,1,68,0,1086.736147473,0.2413951567,51.6585635379,50.6585635379,-1.4668471226,53.7445513485,-1.4787898939,53.7512783244,364,1433,401,1313
"9359",9358,9359,941035,"E02002429","E02002428",33,0,0,0,2,2,0,26,2,1,0,0,4698.9734861453,0.1172124122,3.8680096016,2.8680096016,-1.4668471226,53.7445513485,-1.5367152244,53.7528293516,1560,5799,1901,6796
"9361",9360,9361,941037,"E02002429","E02002430",15,0,0,0,2,0,0,13,0,0,0,0,5840.8426431262,0.0932807671,1.3992115063,1.3992115063,-1.4668471226,53.7445513485,-1.5552160268,53.7479997938,1961,6912,2280,7555
"9362",9361,9362,941038,"E02002429","E02002431",29,0,0,1,3,0,1,20,3,0,1,0,7618.7083706659,0.0653685202,1.8956870867,1.8956870867,-1.4668471226,53.7445513485,-1.582351837,53.7438491095,2859,10953,3280,10272
